date,ticker,close,low,high,volume,variation
2022-01-26,CMT,1830.0,1814.0,1830.0,1048.0,-0.38
2022-01-27,CMT,1830.0,1814.0,1830.0,1048.0,0.0
2022-01-28,CMT,1830.0,1814.0,1830.0,1048.0,0.0
2022-01-31,CMT,1830.0,1776.0,1830.0,1036.0,0.0
2022-02-01,CMT,1830.0,1830.0,1830.0,700.0,0.0
2022-02-02,CMT,1830.0,1827.0,1830.0,1055.0,0.0
2022-02-03,CMT,1820.0,1820.0,1820.0,2.0,-0.55
2022-02-04,CMT,1820.0,1820.0,1820.0,2.0,0.0
2022-02-07,CMT,1830.0,1773.0,1830.0,410.0,0.55
2022-02-08,CMT,1830.0,1829.0,1830.0,17.0,0.0
2022-02-09,CMT,1820.0,1820.0,1820.0,370.0,-0.55
2022-02-10,CMT,1820.0,1820.0,1820.0,370.0,0.0
2022-02-11,CMT,1810.0,1774.0,1810.0,665.0,-0.55
2022-02-14,CMT,1800.0,1800.0,1800.0,1000.0,-0.55
2022-02-15,CMT,1800.0,1800.0,1800.0,600.0,0.0
2022-02-16,CMT,1800.0,1800.0,1800.0,600.0,0.0
2022-02-17,CMT,1800.0,1800.0,1800.0,600.0,0.0
2022-02-18,CMT,1800.0,1775.0,1800.0,1331.0,0.0
2022-02-21,CMT,1775.0,1775.0,1781.0,1135.0,-1.39
2022-02-22,CMT,1773.0,1773.0,1773.0,390.0,-0.11
2022-02-23,CMT,1799.0,1799.0,1799.0,52.0,1.47
2022-02-24,CMT,1750.0,1750.0,1819.0,813.0,-2.72
2022-02-25,CMT,1808.0,1808.0,1808.0,2.0,3.31
2022-02-28,CMT,1800.0,1800.0,1800.0,452.0,-0.44
2022-03-01,CMT,1747.0,1747.0,1750.0,7.0,-2.94
2022-03-02,CMT,1797.0,1721.0,1799.0,52.0,2.86
2022-03-03,CMT,1795.0,1795.0,1795.0,20.0,-0.11
2022-03-04,CMT,1780.0,1780.0,1795.0,837.0,-0.84
2022-03-07,CMT,1780.0,1780.0,1795.0,837.0,0.0
2022-03-08,CMT,1784.0,1740.0,1786.0,381.0,0.22
2022-03-09,CMT,1780.0,1780.0,1786.0,4049.0,-0.22
2022-03-10,CMT,1827.0,1780.0,1830.0,1295.0,2.64
2022-03-11,CMT,1830.0,1800.0,1830.0,369.0,0.16
2022-03-14,CMT,1780.0,1780.0,1783.0,68.0,-2.73
2022-03-15,CMT,1810.0,1800.0,1810.0,20.0,1.69
2022-03-16,CMT,1770.0,1770.0,1770.0,54.0,-2.21
2022-03-17,CMT,1808.0,1808.0,1808.0,5.0,2.15
2022-03-18,CMT,1820.0,1807.0,1820.0,135.0,0.66
2022-03-21,CMT,1830.0,1828.0,1830.0,170.0,0.55
2022-03-22,CMT,1800.0,1800.0,1800.0,1250.0,-1.64
2022-03-23,CMT,1800.0,1800.0,1801.0,75.0,0.0
2022-03-24,CMT,1800.0,1800.0,1800.0,500.0,0.0
2022-03-25,CMT,1800.0,1800.0,1800.0,550.0,0.0
2022-03-28,CMT,1800.0,1800.0,1846.0,655.0,0.0
2022-03-29,CMT,1800.0,1800.0,1800.0,1006.0,0.0
2022-03-30,CMT,1805.0,1805.0,1835.0,68.0,0.28
2022-03-31,CMT,1805.0,1805.0,1835.0,68.0,0.0
2022-04-01,CMT,1805.0,1805.0,1835.0,68.0,0.0
2022-04-04,CMT,1805.0,1805.0,1835.0,68.0,0.0
2022-04-05,CMT,1805.0,1805.0,1815.0,19.0,0.0
2022-04-06,CMT,1805.0,1805.0,1815.0,19.0,0.0
2022-04-07,CMT,1805.0,1805.0,1805.0,1.0,0.0
2022-04-08,CMT,1807.0,1807.0,1810.0,15.0,0.11
2022-04-11,CMT,1807.0,1807.0,1810.0,15.0,0.0
2022-04-12,CMT,1830.0,1810.0,1830.0,30.0,1.27
2022-04-13,CMT,1830.0,1830.0,1830.0,500.0,0.0
2022-04-14,CMT,1830.0,1830.0,1830.0,21.0,0.0
2022-04-15,CMT,1845.0,1845.0,1845.0,540.0,0.82
2022-04-18,CMT,1887.0,1849.0,1887.0,175.0,2.28
2022-04-19,CMT,1965.0,1888.0,1970.0,982.0,4.13
2022-04-20,CMT,1975.0,1957.0,1984.0,4127.0,0.51
2022-04-21,CMT,1990.0,1983.0,2000.0,1683.0,0.76
2022-04-22,CMT,2000.0,1960.0,2000.0,5251.0,0.5
2022-04-25,CMT,2020.0,2020.0,2040.0,374.0,1.0
2022-04-26,CMT,1980.0,1980.0,2000.0,662.0,-1.98
2022-04-27,CMT,2020.0,2000.0,2020.0,5101.0,2.02
2022-04-28,CMT,2000.0,1986.0,2020.0,2247.0,-0.99
2022-04-29,CMT,2000.0,2000.0,2001.0,2210.0,0.0
2022-05-04,CMT,2010.0,2010.0,2015.0,26.0,0.5
2022-05-05,CMT,2020.0,2010.0,2020.0,16.0,0.5
2022-05-06,CMT,2039.0,2011.0,2049.0,2411.0,0.94
2022-05-09,CMT,2040.0,2035.0,2048.0,3394.0,0.05
2022-05-10,CMT,2018.0,2018.0,2030.0,1117.0,-1.08
2022-05-11,CMT,2009.0,2009.0,2009.0,20.0,-0.45
2022-05-12,CMT,1975.0,1957.0,1996.0,943.0,-1.69
2022-05-13,CMT,2000.0,1965.0,2017.0,2829.0,1.27
2022-05-16,CMT,2087.0,2015.0,2117.0,835.0,4.35
2022-05-17,CMT,2056.0,2050.0,2084.0,718.0,-1.49
2022-05-18,CMT,2112.0,2064.0,2116.0,333.0,2.72
2022-05-19,CMT,2110.0,2080.0,2116.0,4340.0,-0.09
2022-05-20,CMT,2147.0,2100.0,2149.0,1779.0,1.75
2022-05-23,CMT,2144.0,2084.0,2145.0,1268.0,-0.14
2022-05-24,CMT,2100.0,2100.0,2136.0,480.0,-2.05
2022-05-25,CMT,2100.0,2026.0,2129.0,76.0,0.0
2022-05-26,CMT,2096.0,2027.0,2096.0,12.0,-0.19
2022-05-27,CMT,2100.0,2096.0,2100.0,401.0,0.19
2022-05-30,CMT,2059.0,1987.0,2074.0,257.0,-1.95
2022-05-31,CMT,2039.0,2000.0,2039.0,347.0,-0.97
2022-06-01,CMT,2040.0,2039.0,2040.0,105.0,0.05
2022-06-02,CMT,2015.0,2015.0,2098.0,925.0,-1.23
2022-06-03,CMT,2100.0,2030.0,2100.0,1416.0,4.22
2022-06-06,CMT,2134.0,2134.0,2134.0,4.0,1.62
2022-06-07,CMT,2080.0,2012.0,2080.0,82.0,-2.53
2022-06-08,CMT,2100.0,2031.0,2100.0,556.0,0.96
2022-06-09,CMT,2130.0,2129.0,2130.0,67.0,1.43
2022-06-10,CMT,2100.0,2100.0,2100.0,19.0,-1.41
2022-06-13,CMT,2098.0,2032.0,2098.0,34.0,-0.1
2022-06-14,CMT,2133.0,2044.0,2133.0,9742.0,1.67
2022-06-15,CMT,2100.0,2100.0,2100.0,6758.0,-1.55
2022-06-16,CMT,2070.0,2070.0,2100.0,14326.0,-1.43
2022-06-17,CMT,2050.0,2050.0,2051.0,2637.0,-0.97
2022-06-20,CMT,2050.0,2050.0,2051.0,2637.0,0.0
2022-06-21,CMT,2050.0,2050.0,2051.0,2637.0,0.0
2022-06-22,CMT,2050.0,2050.0,2051.0,2637.0,0.0
2022-06-23,CMT,2050.0,2050.0,2050.0,800.0,0.0
2022-06-24,CMT,1928.0,1928.0,2050.0,614.0,-5.95
2022-06-27,CMT,2040.0,2040.0,2040.0,300.0,5.81
2022-06-28,CMT,2000.0,1925.0,2040.0,263.0,-1.96
2022-06-29,CMT,2050.0,1989.0,2050.0,546.0,2.5
2022-06-30,CMT,2050.0,1989.0,2050.0,546.0,0.0
2022-07-01,CMT,1928.0,1928.0,1928.0,3807.0,-5.95
2022-07-04,CMT,1928.0,1928.0,1928.0,3807.0,0.0
2022-07-05,CMT,1928.0,1928.0,1997.0,113.0,0.0
2022-07-06,CMT,1850.0,1850.0,1900.0,4609.0,-4.05
2022-07-07,CMT,1890.0,1890.0,1890.0,100.0,2.16
2022-07-08,CMT,1890.0,1850.0,1890.0,2150.0,0.0
2022-07-12,CMT,1890.0,1850.0,1890.0,2150.0,0.0
2022-07-13,CMT,1890.0,1850.0,1890.0,2150.0,0.0
2022-07-14,CMT,1860.0,1860.0,1880.0,93.0,-1.59
2022-07-15,CMT,1950.0,1850.0,1950.0,712.0,4.84
2022-07-18,CMT,1950.0,1850.0,1950.0,712.0,0.0
2022-07-19,CMT,1950.0,1850.0,1950.0,712.0,0.0
2022-07-20,CMT,1900.0,1900.0,1900.0,130.0,-2.56
2022-07-21,CMT,1880.0,1880.0,1880.0,1500.0,-1.05
2022-07-22,CMT,1900.0,1900.0,1920.0,490.0,1.06
2022-07-25,CMT,1865.0,1865.0,1865.0,4.0,-1.84
2022-07-26,CMT,1865.0,1865.0,1865.0,4.0,0.0
2022-07-27,CMT,1865.0,1865.0,1865.0,4.0,0.0
2022-07-28,CMT,1865.0,1865.0,1865.0,4.0,0.0
2022-07-29,CMT,1920.0,1919.0,1920.0,135.0,2.95
2022-08-01,CMT,1920.0,1920.0,1920.0,77.0,0.0
2022-08-02,CMT,1917.0,1917.0,1976.0,125.0,-0.16
2022-08-03,CMT,1901.0,1900.0,1902.0,12082.0,-0.83
2022-08-04,CMT,1976.0,1930.0,1976.0,4060.0,3.95
2022-08-05,CMT,1975.0,1960.0,1990.0,2346.0,-0.05
2022-08-08,CMT,1951.0,1951.0,1956.0,81.0,-1.22
2022-08-09,CMT,1920.0,1904.0,1951.0,105.0,-1.59
2022-08-10,CMT,1978.0,1978.0,1978.0,1.0,3.02
2022-08-11,CMT,1950.0,1950.0,1950.0,2835.0,-1.42
2022-08-12,CMT,1990.0,1969.0,1990.0,594.0,2.05
2022-08-15,CMT,1971.0,1962.0,1971.0,2.0,-0.95
2022-08-16,CMT,2000.0,1977.0,2000.0,23.0,1.47
2022-08-17,CMT,1985.0,1985.0,1986.0,6.0,-0.75
2022-08-18,CMT,2000.0,1990.0,2000.0,48.0,0.76
2022-08-19,CMT,1930.0,1930.0,2000.0,3190.0,-3.5
2022-08-22,CMT,1931.0,1930.0,1942.0,4010.0,0.05
2022-08-23,CMT,1900.0,1890.0,1900.0,72.0,3.09
2022-08-24,CMT,1900.0,1900.0,1900.0,1044.0,0.0
2022-08-25,CMT,1950.0,1900.0,1950.0,7.0,2.63
2022-08-26,CMT,1950.0,1950.0,1950.0,46.0,0.0
2022-08-29,CMT,1950.0,1950.0,1950.0,46.0,0.0
2022-08-30,CMT,1950.0,1950.0,1951.0,263.0,0.0
2022-08-31,CMT,1940.0,1895.0,1949.0,133.0,-0.51
2022-09-01,CMT,1939.0,1939.0,1939.0,5.0,-0.05
2022-09-02,CMT,1950.0,1939.0,1950.0,100.0,0.57
2022-09-05,CMT,1900.0,1900.0,1900.0,566.0,-2.56
2022-09-06,CMT,1939.0,1895.0,1939.0,29.0,2.05
2022-09-07,CMT,1900.0,1900.0,1900.0,6.0,-2.01
2022-09-08,CMT,1912.0,1897.0,1944.0,68.0,0.63
2022-09-09,CMT,1905.0,1905.0,1930.0,173.0,-0.37
2022-09-12,CMT,1900.0,1900.0,1920.0,25.0,-0.26
2022-09-13,CMT,1895.0,1891.0,1900.0,524.0,-0.26
2022-09-14,CMT,1900.0,1900.0,1900.0,1.0,0.26
2022-09-15,CMT,1893.0,1893.0,1893.0,5.0,-0.37
2022-09-16,CMT,1900.0,1891.0,1945.0,1288.0,0.37
2022-09-19,CMT,1856.0,1856.0,1910.0,1073.0,-2.32
2022-09-20,CMT,1900.0,1899.0,1900.0,150.0,2.37
2022-09-21,CMT,1899.0,1806.0,1899.0,74.0,-0.05
2022-09-22,CMT,1940.0,1900.0,1940.0,264.0,2.16
2022-09-23,CMT,1967.0,1900.0,1967.0,2987.0,1.39
2022-09-26,CMT,1910.0,1910.0,1970.0,1155.0,-2.9
2022-09-27,CMT,1910.0,1910.0,1939.0,2539.0,0.0
2022-09-28,CMT,1900.0,1811.0,1920.0,99.0,-0.52
2022-09-29,CMT,1890.0,1846.0,1900.0,374.0,-0.53
2022-09-30,CMT,1800.0,1800.0,1970.0,1319.0,-4.76
2022-10-03,CMT,1800.0,1800.0,1810.0,66.0,0.0
2022-10-04,CMT,1800.0,1800.0,1800.0,41.0,0.0
2022-10-05,CMT,1803.0,1803.0,1803.0,2.0,0.17
2022-10-06,CMT,1853.0,1852.0,1853.0,10.0,2.77
2022-10-07,CMT,1894.0,1892.0,1894.0,29.0,2.21
2022-10-11,CMT,1894.0,1892.0,1894.0,29.0,0.0
2022-10-12,CMT,1894.0,1892.0,1894.0,29.0,0.0
2022-10-13,CMT,1894.0,1892.0,1894.0,29.0,0.0
2022-10-14,CMT,1890.0,1880.0,1898.0,358.0,-0.21
2022-10-17,CMT,1889.0,1840.0,1889.0,17.0,-0.05
2022-10-18,CMT,1880.0,1841.0,1880.0,60.0,-0.48
2022-10-19,CMT,1880.0,1875.0,1880.0,29.0,0.0
2022-10-20,CMT,1850.0,1805.0,1880.0,501.0,-1.6
2022-10-21,CMT,1850.0,1850.0,1850.0,150.0,0.0
2022-10-24,CMT,1800.0,1800.0,1800.0,30.0,-2.7
2022-10-25,CMT,1845.0,1845.0,1849.0,4255.0,2.5
2022-10-26,CMT,1845.0,1810.0,1845.0,248.0,0.0
2022-10-27,CMT,1870.0,1870.0,1870.0,200.0,1.36
2022-10-28,CMT,1870.0,1870.0,1870.0,320.0,0.0
2022-10-31,CMT,1870.0,1870.0,1870.0,320.0,0.0
2022-11-01,CMT,1870.0,1870.0,1875.0,14.0,0.0
2022-11-02,CMT,1870.0,1870.0,1875.0,14.0,0.0
2022-11-03,CMT,1850.0,1850.0,1850.0,45.0,-1.07
2022-11-04,CMT,1895.0,1895.0,1895.0,250.0,2.43
2022-11-07,CMT,1810.0,1810.0,1870.0,6.0,-4.49
2022-11-08,CMT,1870.0,1870.0,1870.0,10.0,3.31
2022-11-09,CMT,1870.0,1870.0,1870.0,10.0,0.0
2022-11-10,CMT,1884.0,1884.0,1893.0,85.0,0.75
2022-11-11,CMT,1850.0,1850.0,1850.0,50.0,-1.8
2022-11-14,CMT,1850.0,1850.0,1850.0,50.0,0.0
2022-11-15,CMT,1850.0,1850.0,1850.0,18.0,0.0
2022-11-16,CMT,1850.0,1810.0,1850.0,44.0,0.0
2022-11-17,CMT,1879.0,1879.0,1879.0,125.0,1.57
2022-11-21,CMT,1879.0,1879.0,1879.0,125.0,0.0
2022-11-22,CMT,1879.0,1879.0,1879.0,125.0,0.0
2022-11-23,CMT,1865.0,1865.0,1865.0,39.0,-0.75
2022-11-24,CMT,1865.0,1865.0,1865.0,39.0,0.0
2022-11-25,CMT,1823.0,1823.0,1823.0,20.0,-2.25
2022-11-28,CMT,1800.0,1800.0,1830.0,41.0,-1.26
2022-11-29,CMT,1791.0,1791.0,1791.0,4.0,-0.5
2022-11-30,CMT,1859.0,1822.0,1859.0,132.0,3.8
2022-12-01,CMT,1864.0,1831.0,1865.0,143.0,0.27
2022-12-02,CMT,1850.0,1850.0,1863.0,115.0,-0.75
2022-12-05,CMT,1850.0,1850.0,1863.0,115.0,0.0
2022-12-06,CMT,1835.0,1795.0,1864.0,176.0,-0.81
2022-12-07,CMT,1870.0,1870.0,1870.0,11.0,1.91
2022-12-08,CMT,1835.0,1835.0,1840.0,125.0,-1.87
2022-12-09,CMT,1869.0,1869.0,1869.0,5.0,1.85
2022-12-12,CMT,1835.0,1834.0,1835.0,63.0,-1.82
2022-12-13,CMT,1835.0,1834.0,1835.0,63.0,0.0
2022-12-14,CMT,1859.0,1859.0,1859.0,50.0,1.31
2022-12-15,CMT,1849.0,1849.0,1849.0,19.0,-0.54
2022-12-16,CMT,1840.0,1780.0,1845.0,87.0,-0.49
2022-12-19,CMT,1780.0,1780.0,1810.0,10.0,-3.26
2022-12-20,CMT,1780.0,1780.0,1810.0,10.0,0.0
2022-12-21,CMT,1780.0,1780.0,1810.0,10.0,0.0
2022-12-22,CMT,1790.0,1790.0,1790.0,1.0,0.56
2022-12-23,CMT,1790.0,1790.0,1790.0,1.0,0.0
2022-12-26,CMT,1790.0,1790.0,1790.0,1.0,0.0
2022-12-27,CMT,1790.0,1790.0,1790.0,1.0,0.0
2022-12-28,CMT,1800.0,1800.0,1800.0,4.0,0.56
2022-12-29,CMT,1698.0,1698.0,1698.0,3398.0,-5.67
2022-12-30,CMT,1680.0,1680.0,1699.0,3514.0,-1.06
2023-01-02,CMT,1680.0,1680.0,1769.0,56.0,0.0
2023-01-03,CMT,1680.0,1680.0,1680.0,43.0,0.0
2023-01-04,CMT,1649.0,1600.0,1678.0,1442.0,-1.85
2023-01-05,CMT,1551.0,1551.0,1601.0,61.0,-5.94
2023-01-06,CMT,1459.0,1459.0,1597.0,39.0,-5.93
2023-01-09,CMT,1546.0,1546.0,1546.0,5.0,5.96
2023-01-10,CMT,1631.0,1465.0,1631.0,6526.0,5.5
2023-01-12,CMT,1590.0,1590.0,1593.0,9079.0,-2.51
2023-01-13,CMT,1684.0,1637.0,1684.0,6.0,5.91
2023-01-16,CMT,1650.0,1631.0,1684.0,522.0,-2.02
2023-01-17,CMT,1710.0,1699.0,1710.0,8.0,3.64
2023-01-18,CMT,1708.0,1708.0,1708.0,54.0,-0.12
2023-01-19,CMT,1699.0,1651.0,1699.0,12.0,-0.53
2023-01-20,CMT,1720.0,1652.0,1720.0,501.0,1.24
2023-01-23,CMT,1720.0,1652.0,1720.0,501.0,0.0
2023-01-24,CMT,1709.0,1709.0,1709.0,25.0,-0.64
2023-01-25,CMT,1718.0,1718.0,1718.0,23.0,0.53
2023-01-26,CMT,1718.0,1718.0,1718.0,52.0,0.0
2023-01-27,CMT,1718.0,1718.0,1718.0,52.0,0.0
2023-01-30,CMT,1716.0,1716.0,1716.0,17.0,-0.12
2023-01-31,CMT,1716.0,1716.0,1716.0,17.0,0.0
2023-02-01,CMT,1716.0,1716.0,1716.0,17.0,0.0
2023-02-02,CMT,1710.0,1665.0,1710.0,612.0,-0.35
2023-02-03,CMT,1735.0,1709.0,1735.0,443.0,1.46
2023-02-06,CMT,1735.0,1735.0,1735.0,5.0,0.0
2023-02-07,CMT,1735.0,1735.0,1735.0,22.0,0.0
2023-02-08,CMT,1741.0,1710.0,1741.0,2649.0,0.35
2023-02-09,CMT,1800.0,1749.0,1830.0,3433.0,3.39
2023-02-10,CMT,1800.0,1749.0,1830.0,3433.0,0.0
2023-02-13,CMT,1800.0,1759.0,1800.0,25.0,0.0
2023-02-14,CMT,1800.0,1800.0,1830.0,626.0,0.0
2023-02-15,CMT,1800.0,1796.0,1840.0,1179.0,0.0
2023-02-16,CMT,1800.0,1800.0,1800.0,2.0,0.0
2023-02-17,CMT,1848.0,1798.0,1849.0,613.0,2.67
2023-02-20,CMT,1848.0,1798.0,1849.0,613.0,0.0
2023-02-21,CMT,1853.0,1848.0,1853.0,18.0,0.27
2023-02-22,CMT,1885.0,1885.0,1885.0,50.0,1.73
2023-02-23,CMT,1885.0,1824.0,1885.0,254.0,0.0
2023-02-24,CMT,1892.0,1876.0,1900.0,1581.0,0.37
2023-02-27,CMT,1892.0,1876.0,1900.0,1581.0,0.0
2023-02-28,CMT,1892.0,1876.0,1900.0,1581.0,0.0
2023-03-01,CMT,1850.0,1850.0,1919.0,122.0,-2.22
